posicao_ranking,id_do_prospect,numero_do_lead,origem_do_lead,fonte_do_lead,ultima_atividade,especializacao,ocupacao_atual,cidade,probabilidade_conversao,probabilidade_percentual,previsao_modelo,convertido_real,prioridade,acao_sugerida
8975,c359a032-0517-4a4a-9819-9e403ebbcf2e,582775,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8976,7bdae1fc-9e95-4bb0-aee3-d6292657dec4,608439,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8977,e40f599f-ce88-40aa-901c-5af6be0f7ab8,588838,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8978,8d8919fc-9613-42d7-98aa-5e293b423500,624426,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8979,3665eab5-4bd6-4d55-9a31-136a9df61d70,588746,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8980,4ed7879b-93fa-4deb-a699-4314ec9e195f,636186,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8981,b17ee382-618f-4300-9d46-4904f5f0c2ba,595724,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8982,571f5408-66f3-4128-a4a7-7d931345b566,622240,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8983,985a3e85-7ea8-449d-a50e-ac6c331057c4,595498,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8984,2b622bd9-a45b-4b7f-b944-3af41742e1a3,612796,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8985,4c65ee35-aae6-4a01-8ea5-2307c3b260ed,583571,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8986,f5c64548-fd2d-48e0-9a9b-992bc0bce87d,651501,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8987,029f013f-c74c-4501-b0cc-0fa1fdbf4652,639594,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8988,1e1cac0a-1614-4e23-ac68-6978a7ae365b,639600,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8989,0bb836eb-2bf4-43c0-9ba8-a093236681ae,582963,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8990,39a3962f-3a8e-4c23-9ad6-8757c8c83788,588646,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8991,e3138582-9e6a-4e74-b427-657718d93cf5,624136,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8992,873cc64c-ad9e-4899-abb5-9bd14b3d5ae0,588912,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8993,6d98b633-5540-4af9-b429-359bcc44aaff,622773,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8994,cc6dacf7-ff5e-4d22-934d-5b9be8371b49,623056,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8995,682eff85-5f2f-445d-be1e-c352bf6f9fa9,637438,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8996,65638fbb-000f-4c04-b99c-dd2bb8d42d42,588319,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8997,b925888f-ccc9-4a41-a9a9-5f6d7cdcd560,638583,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8998,0dce9826-2ab5-4e0d-a2e2-3a7aca300fe6,625124,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
8999,1b8da546-c00c-44dc-ac6c-d8a9f30f372c,634708,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9000,a2e54d4d-0e12-4f3f-8205-561a0cd14011,624446,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9001,089f282d-eee4-49fb-8266-65cee814a14b,588884,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9002,035ff3c8-3683-4394-b965-5d76be62dc7f,635377,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9003,445b3c34-f959-4f41-a746-2d6431074207,635443,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9004,1dccb17e-d359-43ab-a304-f446aada569d,583709,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9005,5c4e3ff3-767e-49bc-9a21-2ee8567a1f0d,583723,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9006,8f7a23e9-8acd-425b-af53-5c06cca961ab,583728,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9007,465238b4-4158-496c-a870-696509b398ba,603461,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9008,6cede6f0-606b-4715-adee-1c6300449988,602720,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9009,453ed5de-ea7a-42e7-8edd-7962189b039d,602723,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9010,3ed17251-d23d-4804-81f5-8c91271a174a,622143,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9011,275765fd-2654-4599-a987-d4e840a2c8f8,602783,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9012,9b912854-2b55-4e10-b4b9-1e67d6262475,595913,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9013,c9f84891-33ef-412d-8c8c-54d1c8cc7e58,595728,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9014,9089c550-03ec-473e-a5ab-29fd7314d76f,640373,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9015,78682598-f29e-4778-b0ff-8b587406c897,640222,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9016,01732c15-76ae-45cf-8499-17d81e720620,588990,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9017,bbdab066-5782-42dd-a574-941391b7625f,624649,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9018,009cb4b9-cd0b-4e5e-9f7d-500a63c49981,635906,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9019,8286ada8-b243-4807-b561-b1e231a264ff,658407,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9020,64b11308-6011-4140-992f-73ad457e529e,658470,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9021,cfac8c8e-1867-43bb-8e1b-ea3bf0965a78,658527,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9022,e5fa7c83-3591-44ad-a8d9-106371038276,622101,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9023,034cc937-93f6-4fa4-b8c4-3d4165e24a13,602740,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9024,9ee28c39-2c6f-427f-91c0-803d768ca2cd,592510,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9025,dc8d1b8a-0b55-4444-8683-079eefeaac2e,602690,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9026,31672283-d8d6-4743-b443-93842890f150,603386,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9027,278c2033-d62d-46dc-aa76-122e8f41d6df,592307,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9028,3630ce47-820d-47c1-a463-d70a8f908349,592372,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9029,5ecb33c2-c530-4c60-bd8e-5c35fb21f2ae,592418,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9030,fe7ddf24-780f-41e4-8a3a-b0b025b4c145,645563,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9031,93d22944-0446-48d2-b0dc-731115dce3c9,645481,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9032,843dc574-8663-423d-92b2-c695b686531e,616534,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9033,d44be6ba-5944-4b94-aa36-979eed590574,616597,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9034,43f37d65-152b-4893-83d5-f0eb69b15a72,616442,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9035,e1c8247c-9157-4876-ab16-0491d8f61e35,637819,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9036,f980ad06-6479-4cbe-a125-914bd0d98469,608851,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9037,74437ed6-d5ec-417d-9b59-b9a7d1e75b3d,637625,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9038,73529a68-3f77-4652-ab9b-d14029e2e972,588182,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9039,fb5f862d-92f7-47b6-9198-d842a4c92200,628661,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9040,319325b3-50b3-45d0-b730-c9df0b30b9ea,660128,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9041,3f04fd93-2884-45f6-a4fc-f3b6f234554b,660153,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9042,0ea7ade4-e88f-4c67-8708-dd94faa7b2f8,602919,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9043,09526992-b1fb-4763-8cca-355bc5dac5e3,659700,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9044,6f6024c4-9d0c-499a-a8aa-7074ed022247,628754,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9045,17d5bd84-17cb-4166-90ce-7b702785f055,592566,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9046,0b1602d1-62ec-42c8-9000-450b5e28714e,580586,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9047,f54767a6-eb95-432e-8dae-232e6ff86ec9,652305,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,1,Baixa,Fluxo automatizado
9048,c85d4c03-0055-430a-9b89-cb473a6731ac,602203,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9049,8374269d-4264-4b88-b67d-447d2e719a45,637839,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9050,ab56e94d-69e8-44bd-b544-20c810879d7b,588159,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9051,af3f21f2-bca0-45db-951c-fa74fe2c2d3f,623064,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9052,49c82b14-a61f-4141-9fd2-fb6d4e96ed4c,622747,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9053,46327044-f3df-40d5-a275-4e276883dabb,624080,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9054,edaa2fbf-d0fb-4017-a527-8e50d725eb7a,608541,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9055,c11e3dc8-13d7-411b-a71e-5f5adb093e22,623498,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9056,6b5253d1-d2d1-4b26-8a06-e327f8fffdb0,623604,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9057,efa9a280-ecef-45eb-946d-5866902ee92b,636928,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9058,0044c980-284a-4dbe-8d01-31f614bc7e38,637203,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9059,b5270c19-6341-4dd0-8875-a7dbec665cfe,588240,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9060,df831264-f541-4cd8-a66c-e491bd7a0547,588740,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9061,bf261c15-91cd-42b9-a2f9-38e8f05dfb79,583400,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9062,6bed6102-c23e-4d28-a959-0006e1b35ff2,609170,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9063,e65f4d6e-ad5c-4d63-96f0-f90b14259438,622576,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9064,21f55758-efbe-4cc0-8306-e90f8c2ed4b5,622634,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9065,99e99cfa-0a8c-44a9-840e-052cce0e8c74,622433,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9066,07905ff4-7d11-4161-9a47-1c4ed1e43d05,623101,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9067,3d34759a-ce03-4421-9e4d-99c61d21b781,622172,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9068,81c66eb4-c796-408c-b047-73fe7b68e61b,640027,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9069,98e6e0df-e9fc-4373-9410-d6cea82dd9df,622512,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9070,e84243c3-0c4d-47b9-bafc-573755c5cf61,638307,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9071,c4299137-5b37-4724-ae66-3476838145a2,651857,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9072,149982c5-e713-4002-beed-bda9bd03fa7d,609419,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9073,249bcbe8-20fd-4f87-8f73-9b66e6a057cb,609354,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9074,f7a02a6b-ea73-450a-944c-dfe303ffb264,609145,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9075,dc792213-2d4e-47ba-a2df-16aa7ec0b8ac,652108,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9076,229b9587-7677-409b-a982-5a2e5f42a708,601034,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9077,33abf642-6398-4d44-b55f-a3ccf31b771d,601072,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9078,0738aa9e-126a-4385-8121-45cf862d4d39,632880,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9079,57fbe2d4-ff50-4fa0-a456-349b729345c9,626487,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9080,bf456639-879b-4590-ad7a-fc807ee304b5,631817,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9081,24b8ec45-0b4b-411d-b06c-139a700d8903,633440,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9082,101cad2c-5899-4b37-83ab-6ed36b1215fd,625927,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9083,8f14467a-9516-4cc5-9f67-072c80b0d428,626013,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9084,e8393283-8a55-4a30-82fe-ed37dcc6b3ef,625756,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9085,e96f5622-2d52-47c9-8717-d971f4050695,593790,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9086,41dd059d-12a1-4b7d-b021-8f5af132adb2,593801,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9087,8debb6a1-f78d-4182-8271-1a893ed024dd,593827,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9088,607f167b-e082-4c24-88b3-b64236f4546c,587487,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9089,d5073d50-2944-405e-872f-99023f4a0177,654947,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9090,bac5ab35-02e1-4558-ba2a-14b158c191c2,633149,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9091,73bd7cd6-a7ee-4597-8efb-bb566485f722,589914,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9092,cff1d8c8-6e68-4cb0-9109-c3cc97bb7c68,633112,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9093,59cdbd28-d8a6-4b86-9709-4d654d1b0dc9,633132,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9094,c6668113-7e3e-423c-8540-9cfd698ae74e,632666,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9095,790fc81d-c8b5-4853-b147-89eb130ee923,582130,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9096,6a812395-bcf0-4763-aa03-171041b24eaf,632948,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9097,10a99a2c-1f7b-4351-8830-d4eb4631b183,600881,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9098,148fdb50-cba3-4a91-8dda-2519c7c967d0,607213,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9099,6f63ba91-4da5-4a65-b9a7-a078780997bb,596424,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9100,1d518595-7bcf-439c-a8d0-13e60da46a77,619310,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9101,0fa8ea77-b185-4fff-9194-e8a5ad7eb434,655071,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9102,7379b360-c946-4a9c-a6e3-754e1b3cfce9,593432,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9103,9c18cd6c-5367-44c4-84be-54bf596d4051,611752,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9104,1e8ffe0d-dd9c-4225-ba30-f1e83d191c47,611900,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9105,63f8442c-27c4-4c80-b2a4-059af856479c,611906,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9106,b1ed109e-025c-4bd3-bfc5-2595e369cab9,628694,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9107,123b54da-afb9-4b71-9155-901b20c72351,612802,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9108,bfcd0b21-4024-4078-b1f5-a98ab9978222,612877,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9109,40b63abb-1471-4f2c-87f0-ff9ece75f7c0,649219,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9110,a18ad897-30c6-4b39-8d47-d5d65d001139,649221,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
9111,e3a66468-b621-40d1-83a1-d69a89c0b52f,649082,API,Chat Olark,Conversa no Chat Olark,Não informado,Não informado,Não informado,0.04862337278247977,4.86,0,0,Baixa,Fluxo automatizado
